Date,Temperature_C,Rainfall_mm,Humidity_%,Flood_Risk
20240329,26.91,3.89,69.66,0
20240330,27.58,11.93,76.71,0
20240331,28.63,17.01,76.55,0
20240401,28.41,25.61,73.05,0
20240402,28.88,0.35,69.25,0
20240403,29.15,1.1,65.67,0
20240404,29.31,0.74,72.05,0
20240405,29.33,0.72,74.71,0
20240406,30.38,0.13,65.07,0
20240407,29.73,3.78,69.6,0
20240408,29.04,0.12,55.83,0
20240409,29.34,0.0,50.76,0
20240410,29.63,0.0,48.73,0
20240411,28.88,0.0,50.64,0
20240412,29.96,0.0,48.21,0
20240413,29.74,0.0,50.56,0
20240414,30.58,0.0,48.85,0
20240415,31.32,0.01,48.7,0
20240416,31.43,1.38,56.36,0
20240417,30.87,6.58,66.77,0
20240418,30.75,7.51,69.97,0
20240419,31.27,3.72,65.04,0
20240420,31.72,3.13,60.99,0
20240421,31.9,0.3,62.32,0
20240422,32.09,1.21,61.93,0
20240423,31.32,0.63,58.69,0
20240424,32.15,0.0,52.86,0
20240425,32.86,0.09,53.97,0
20240426,32.64,0.29,56.29,0
20240427,32.37,1.83,60.45,0
20240428,33.08,1.19,59.34,0
20240429,33.14,1.52,57.23,0
20240430,33.55,0.08,58.62,0
20240501,33.11,1.17,58.65,0
20240502,31.92,6.5,66.03,0
20240503,31.73,2.59,59.77,0
20240504,31.26,5.94,64.68,0
20240505,29.89,25.11,76.19,0
20240506,29.04,28.48,81.39,0
20240507,27.68,14.28,77.52,0
20240508,26.5,26.34,74.54,0
20240509,27.94,3.08,68.05,0
20240510,28.05,8.96,70.67,0
20240511,27.47,36.95,82.19,0
20240512,28.59,3.43,73.73,0
20240513,29.33,0.34,71.45,0
20240514,29.86,1.09,72.57,0
20240515,30.23,0.18,73.58,0
20240516,30.46,0.06,71.17,0
20240517,30.45,0.1,70.22,0
20240518,29.85,15.48,79.3,0
20240519,29.79,9.12,79.33,0
20240520,29.56,6.28,76.71,0
20240521,30.69,4.58,69.07,0
20240522,31.32,8.22,68.75,0
20240523,31.9,1.81,66.31,0
20240524,32.8,1.15,66.65,0
20240525,32.31,0.58,71.3,0
20240526,30.23,39.02,83.1,1
20240527,28.47,48.04,89.48,1
20240528,27.85,130.72,89.78,1
20240529,29.92,7.05,89.77,0
20240530,29.75,8.31,89.74,0
20240531,29.58,4.95,87.73,0
20240601,29.78,1.94,84.41,0
20240602,29.44,14.08,87.25,0
20240603,28.55,38.66,89.48,1
20240604,28.71,21.42,89.4,0
20240605,29.44,15.22,85.9,0
20240606,29.54,29.86,87.61,1
20240607,30.07,13.86,85.05,0
20240608,29.56,18.53,88.77,0
20240609,29.11,28.76,92.22,0
20240610,29.07,9.26,92.41,0
20240611,29.21,2.12,89.01,0
20240612,29.09,5.29,86.55,0
20240613,29.03,22.35,90.35,1
20240614,29.04,21.22,92.1,0
20240615,29.48,16.01,90.53,0
20240616,29.85,5.59,89.57,0
20240617,29.19,10.32,92.54,0
20240618,29.27,17.93,91.08,0
20240619,28.74,43.58,93.66,1
20240620,28.43,6.36,89.86,0
20240621,29.04,7.22,83.86,0
20240622,28.81,8.97,87.05,0
20240623,29.45,4.67,86.0,0
20240624,29.27,2.52,88.08,0
20240625,29.23,0.75,87.84,0
20240626,30.27,7.07,82.8,0
20240627,28.45,9.15,90.74,0
20240628,28.72,13.89,90.68,0
20240629,28.75,20.36,91.21,0
20240630,28.52,111.13,94.9,1
20240701,28.09,46.61,94.54,1
20240702,28.4,33.07,91.79,0
20240703,28.53,20.61,90.39,0
20240704,28.06,21.55,91.39,0
20240705,28.38,14.37,91.58,0
20240706,28.49,4.53,88.86,0
20240707,29.13,6.19,88.77,0
20240708,28.81,4.07,88.41,0
20240709,28.97,4.16,89.65,0
20240710,29.39,6.97,89.33,0
20240711,29.16,25.75,89.95,1
20240712,28.85,53.99,90.13,1
20240713,29.15,10.99,88.53,0
20240714,29.51,3.94,87.3,0
20240715,29.19,4.3,89.24,0
20240716,29.04,7.49,89.97,0
20240717,28.75,1.04,87.84,0
20240718,29.97,1.22,84.21,0
20240719,29.62,6.68,87.56,0
20240720,29.14,6.04,88.68,0
20240721,28.57,6.57,90.52,0
20240722,28.58,8.26,90.69,0
20240723,28.72,4.48,89.11,0
20240724,28.99,5.11,90.32,0
20240725,29.54,5.94,88.2,0
20240726,29.93,5.63,87.65,0
20240727,29.53,2.24,87.72,0
20240728,29.56,1.92,87.32,0
20240729,29.25,4.49,87.74,0
20240730,28.9,8.7,90.66,0
20240731,29.03,7.74,89.57,0
20240801,27.94,55.9,91.87,1
20240802,27.32,72.33,93.85,1
20240803,28.09,28.88,91.99,0
20240804,28.67,12.4,87.93,0
20240805,28.14,18.98,89.85,1
20240806,28.06,6.61,90.85,0
20240807,28.15,5.01,90.23,0
20240808,27.45,7.94,92.82,0
20240809,28.1,13.83,90.51,0
20240810,28.76,13.24,89.31,0
20240811,28.75,7.51,90.23,0
20240812,28.57,17.78,91.01,0
20240813,28.98,12.09,89.1,0
20240814,28.86,9.12,89.52,0
20240815,28.77,3.0,89.18,0
20240816,27.96,18.84,89.95,0
20240817,27.58,13.31,91.79,0
20240818,27.09,24.36,94.23,1
20240819,27.43,48.34,93.83,1
20240820,28.27,41.5,92.33,1
20240821,27.96,85.01,95.05,1
20240822,27.63,50.4,94.75,1
20240823,27.15,6.82,94.31,0
20240824,27.46,7.65,91.82,0
20240825,26.91,22.95,92.61,0
20240826,26.64,6.55,93.17,0
20240827,27.94,1.37,89.98,0
20240828,28.49,2.16,85.07,0
20240829,29.15,1.29,84.83,0
20240830,28.2,3.87,90.1,0
20240831,27.59,11.14,93.24,0
20240901,28.11,11.47,89.1,0
20240902,28.63,7.89,86.02,0
20240903,27.46,40.49,93.01,1
20240904,28.26,3.2,89.26,0
20240905,28.04,12.01,91.48,0
20240906,29.22,6.87,82.84,0
20240907,29.0,12.16,86.47,0
20240908,29.38,4.35,86.01,0
20240909,28.76,4.99,89.56,0
20240910,28.69,3.6,92.3,0
20240911,28.87,5.79,89.0,0
20240912,30.06,6.92,83.79,0
20240913,29.21,16.01,89.78,0
20240914,27.04,18.29,94.33,0
20240915,25.83,55.76,92.96,1
20240916,27.46,12.43,90.03,0
20240917,28.68,7.62,85.93,0
20240918,29.38,0.34,84.22,0
20240919,29.41,0.97,88.35,0
20240920,30.42,1.77,85.02,0
20240921,29.39,9.91,88.46,0
20240922,29.88,2.06,83.8,0
20240923,29.56,2.87,87.25,0
20240924,27.76,11.3,92.14,0
20240925,26.62,57.65,95.26,1
20240926,26.33,31.79,93.86,0
20240927,26.99,13.51,89.3,0
20240928,28.04,3.09,89.07,0
20240929,28.56,12.17,90.2,0
20240930,28.81,6.25,89.97,0
20241001,28.88,9.8,89.23,0
20241002,28.79,15.72,86.94,0
20241003,27.56,43.09,92.88,1
20241004,27.37,48.78,92.27,1
20241005,27.29,55.65,93.07,1
20241006,27.31,13.36,89.24,0
20241007,27.66,6.31,86.77,0
20241008,27.58,8.5,87.75,0
20241009,27.43,5.23,87.73,0
20241010,26.93,5.92,90.88,0
20241011,27.43,9.9,90.96,0
20241012,27.87,30.24,87.32,0
20241013,27.56,2.1,84.77,0
20241014,26.55,0.0,83.21,0
20241015,26.56,0.05,82.42,0
20241016,27.02,0.65,80.83,0
20241017,26.84,4.76,85.41,0
20241018,26.81,4.24,87.38,0
20241019,27.31,5.27,82.46,0
20241020,26.06,0.55,84.88,0
20241021,26.02,0.0,81.92,0
20241022,27.06,13.46,84.66,0
20241023,26.3,143.66,92.15,1
20241024,25.39,12.66,92.87,0
20241025,26.16,3.64,91.01,0
20241026,26.96,4.44,88.34,0
20241027,27.14,0.14,80.88,0
20241028,26.32,0.0,85.62,0
20241029,27.08,0.03,80.28,0
20241030,27.38,1.08,81.36,0
20241031,27.83,1.47,83.47,0
20241101,26.7,4.61,88.22,0
20241102,25.05,0.01,81.79,0
20241103,24.85,0.0,79.46,0
20241104,24.92,0.02,82.29,0
20241105,25.66,4.63,81.67,0
20241106,24.39,6.94,88.43,0
20241107,23.9,2.9,86.14,0
20241108,23.46,0.0,83.07,0
20241109,23.79,0.0,83.36,0
20241110,23.98,0.0,80.71,0
20241111,23.6,0.0,82.93,0
20241112,23.5,0.0,81.73,0
20241113,22.03,0.0,80.09,0
20241114,22.04,0.0,85.1,0
20241115,21.89,0.0,84.88,0
20241116,21.86,0.0,81.77,0
20241117,21.2,0.0,75.77,0
20241118,21.27,0.0,74.28,0
20241119,21.59,0.0,73.76,0
20241120,21.07,0.0,71.69,0
20241121,20.95,0.0,70.59,0
20241122,21.07,0.0,66.26,0
20241123,21.56,0.0,71.7,0
20241124,20.01,0.0,83.74,0
20241125,19.98,0.0,82.26,0
20241126,20.21,0.0,78.37,0
20241127,20.06,0.0,79.06,0
20241128,20.32,0.0,81.62,0
20241129,21.63,0.0,82.18,0
20241130,21.52,0.09,80.05,0
20241201,20.14,1.35,78.43,0
20241202,19.74,0.01,80.77,0
20241203,19.35,0.0,81.38,0
20241204,18.56,0.0,83.03,0
20241205,19.1,0.0,77.13,0
20241206,17.76,0.0,79.78,0
20241207,17.52,0.0,72.38,0
20241208,17.54,0.0,72.32,0
20241209,16.79,0.0,81.35,0
20241210,17.85,0.0,83.05,0
20241211,16.09,0.0,83.64,0
20241212,15.63,0.0,85.51,0
20241213,16.35,0.0,82.92,0
20241214,16.54,0.0,79.19,0
20241215,16.13,0.0,75.91,0
20241216,17.41,0.0,70.01,0
20241217,18.42,0.0,77.47,0
20241218,18.21,0.01,74.36,0
20241219,18.19,0.0,74.75,0
20241220,17.7,0.0,76.16,0
20241221,17.03,0.12,83.67,0
20241222,16.75,0.13,82.03,0
20241223,17.73,0.02,70.46,0
20241224,17.62,0.0,71.34,0
20241225,17.76,0.0,69.31,0
20241226,18.38,0.0,76.03,0
20241227,18.58,0.0,73.25,0
20241228,19.38,0.0,67.64,0
20241229,19.0,0.0,74.22,0
20241230,19.13,0.0,76.78,0
20241231,17.54,0.0,80.71,0
20250101,16.62,0.0,84.31,0
20250102,16.92,0.0,82.37,0
20250103,17.27,0.0,80.8,0
20250104,18.3,0.0,81.64,0
20250105,19.84,0.0,80.11,0
20250106,20.98,0.0,72.34,0
20250107,20.06,0.0,78.98,0
20250108,17.76,0.0,78.19,0
20250109,15.59,0.0,72.6,0
20250110,15.89,0.0,72.75,0
20250111,17.86,0.0,66.71,0
20250112,19.74,0.0,59.13,0
20250113,19.41,0.0,62.78,0
20250114,17.91,0.0,71.8,0
20250115,17.69,0.0,72.49,0
20250116,19.36,0.0,64.96,0
20250117,18.8,0.0,70.33,0
20250118,18.28,0.0,74.11,0
20250119,17.26,0.0,72.11,0
20250120,17.07,0.0,71.56,0
20250121,17.59,0.0,69.81,0
20250122,18.17,0.0,72.42,0
20250123,17.9,0.0,72.79,0
20250124,17.94,0.0,67.13,0
20250125,17.92,0.0,68.84,0
20250126,17.0,0.0,67.16,0
20250127,17.83,0.0,72.38,0
20250128,18.39,0.0,69.58,0
20250129,18.56,0.0,59.05,0
20250130,19.41,3.87,69.04,0
20250131,21.73,0.31,80.85,0
20250201,21.18,0.08,71.95,0
20250202,19.72,0.0,70.24,0
20250203,19.95,0.0,65.83,0
20250204,19.47,0.0,62.75,0
20250205,20.58,0.0,59.75,0
20250206,21.3,0.0,67.61,0
20250207,20.06,0.0,52.08,0
20250208,18.48,0.0,46.05,0
20250209,18.09,0.0,51.34,0
20250210,20.0,0.0,48.13,0
20250211,20.42,0.0,66.75,0
20250212,22.25,0.0,68.72,0
20250213,23.11,0.05,70.64,0
20250214,20.81,0.06,48.85,0
20250215,19.82,0.0,44.37,0
20250216,21.27,0.0,43.08,0
20250217,22.52,0.0,57.52,0
20250218,24.21,0.0,59.59,0
20250219,23.92,0.0,55.54,0
20250220,24.03,0.02,55.0,0
20250221,23.97,0.0,54.51,0
20250222,25.09,0.01,52.61,0
20250223,23.51,4.39,62.28,0
20250224,23.25,0.0,59.84,0
20250225,22.97,0.0,49.52,0
20250226,22.33,0.0,50.68,0
20250227,22.85,0.0,53.55,0
20250228,24.06,0.0,50.2,0
20250301,25.16,0.0,50.65,0
20250302,26.57,0.0,59.45,0
20250303,26.28,0.0,59.16,0
20250304,25.18,0.0,40.53,0
20250305,24.05,0.0,45.5,0
20250306,23.53,0.0,36.36,0
20250307,22.27,0.0,39.17,0
20250308,23.73,0.01,41.68,0
20250309,24.48,0.2,57.52,0
20250310,25.05,0.41,47.12,0
20250311,26.81,0.0,45.67,0
20250312,27.05,0.0,44.91,0
20250313,27.89,0.09,61.16,0
20250314,28.53,0.72,62.55,0
20250315,28.93,0.4,65.51,0
20250316,29.75,0.75,60.02,0
20250317,29.71,0.65,57.34,0
20250318,29.4,0.58,52.05,0
20250319,29.01,0.1,50.99,0
20250320,28.95,0.06,54.15,0
20250321,25.29,0.29,58.38,0
20250322,24.14,0.17,62.47,0
20250323,25.54,0.15,54.0,0
20250324,25.93,0.0,48.92,0
20250325,26.55,0.0,43.83,0
20250326,28.14,0.0,38.65,0
20250327,29.01,0.0,47.11,0
20250328,29.95,0.0,54.19,0
20250329,30.3,0.0,54.59,0
20250330,29.89,0.0,58.17,0
20250331,30.07,0.12,54.69,0
20250401,29.71,0.74,60.57,0
20250402,29.9,0.76,53.7,0
20250403,29.84,1.19,51.06,0
20250404,30.87,0.0,42.08,0
20250405,30.62,0.0,48.68,0
20250406,31.1,0.49,53.7,0
20250407,30.82,3.29,51.93,0
20250408,28.32,5.23,66.13,0
20250409,30.29,0.0,54.44,0
20250410,30.28,0.01,50.42,0
20250411,29.03,7.68,58.34,0
20250412,29.59,1.15,59.46,0
20250413,27.83,3.53,63.99,0
20250414,27.47,2.41,65.63,0
20250415,28.93,3.2,57.94,0
20250416,28.91,8.42,61.49,0
20250417,27.28,19.18,73.96,0
20250418,27.64,11.01,73.5,0
20250419,28.49,3.94,72.3,0
20250420,29.21,8.8,73.21,0
20250421,29.74,25.72,79.34,1
20250422,30.24,16.46,76.59,0
20250423,31.22,4.39,71.94,0
20250424,31.24,4.89,72.04,0
20250425,30.6,4.76,73.1,0
20250426,30.79,0.3,71.07,0
20250427,30.04,5.06,70.13,0
20250428,28.68,6.24,73.11,0
20250429,27.05,13.45,75.48,0
20250430,27.81,8.66,70.18,0
20250501,28.46,2.81,65.58,0
20250502,28.09,7.39,67.44,0
20250503,28.61,1.2,64.76,0
20250504,28.77,2.86,72.06,0
20250505,29.21,1.5,70.36,0
20250506,29.81,2.59,67.66,0
20250507,29.95,0.49,65.36,0
20250508,31.61,2.88,63.75,0
20250509,32.17,0.15,59.25,0
20250510,33.07,0.13,57.52,0
20250511,32.91,2.14,59.97,0
20250512,30.44,18.02,70.83,0
20250513,30.1,17.5,74.6,0
20250514,31.23,4.8,71.79,0
20250515,30.18,14.89,77.43,0
20250516,30.49,14.9,76.06,0
20250517,29.46,25.63,81.19,0
20250518,28.95,15.51,80.25,0
20250519,29.28,11.95,80.26,0
20250520,29.27,28.3,84.63,0
20250521,28.48,29.12,88.13,1
20250522,28.82,25.24,81.14,0
20250523,27.99,5.81,85.2,0
20250524,28.65,6.33,83.65,0
20250525,28.51,10.49,85.4,0
20250526,28.29,17.98,87.49,0
20250527,29.23,4.85,82.01,0
20250528,27.86,15.33,91.09,0
20250529,27.66,81.11,92.84,1
20250530,28.1,58.23,91.26,1
20250531,28.51,51.88,93.64,1
20250601,28.84,40.46,90.49,1
20250602,29.37,28.24,88.96,1
20250603,28.52,24.83,89.31,0
20250604,27.52,30.25,91.95,0
20250605,28.53,23.09,84.68,0
20250606,29.19,18.65,83.13,1
20250607,29.87,13.97,77.74,0
20250608,30.15,0.3,76.54,0
20250609,30.42,4.02,77.31,0
20250610,29.98,13.08,84.68,0
20250611,29.12,12.2,85.59,0
20250612,28.91,17.9,88.44,0
20250613,29.76,3.12,85.18,0
20250614,28.41,5.81,90.89,0
20250615,28.43,3.85,90.58,0
20250616,28.29,9.76,91.31,0
20250617,28.04,23.4,90.78,0
20250618,27.93,16.64,92.16,0
20250619,28.07,13.08,90.11,0
20250620,28.89,12.97,89.42,0
20250621,28.71,7.02,90.21,0
20250622,28.33,4.42,89.87,0
20250623,28.26,12.35,90.36,0
20250624,28.64,2.91,89.35,0
20250625,28.04,12.17,92.16,0
20250626,28.17,8.33,90.78,0
20250627,28.57,5.08,88.58,0
20250628,28.0,2.22,89.53,0
20250629,28.08,2.6,89.94,0
20250630,28.24,5.49,91.62,0
20250701,28.55,4.63,88.97,0
20250702,28.59,5.85,89.8,0
20250703,28.76,3.77,88.97,0
20250704,28.03,17.84,92.7,0
20250705,27.92,9.84,91.3,0
20250706,27.59,8.53,91.54,0
20250707,27.72,13.95,89.71,0
20250708,27.2,43.02,91.55,0
20250709,27.19,49.55,92.98,1
20250710,27.16,34.31,91.93,1
20250711,28.26,18.09,89.51,0
20250712,28.64,7.88,87.84,0
20250713,29.06,8.82,86.14,0
20250714,27.38,24.31,93.14,0
20250715,28.05,14.26,91.46,0
20250716,28.27,32.75,90.29,0
20250717,28.21,22.66,89.34,0
20250718,28.89,6.09,87.54,0
20250719,28.58,1.43,89.31,0
20250720,28.96,15.01,87.19,0
20250721,29.5,7.45,85.17,0
20250722,29.03,7.46,89.51,0
20250723,30.27,19.01,83.82,0
20250724,29.27,25.82,90.52,1
20250725,28.64,11.42,90.9,0
20250726,28.84,18.37,90.61,0
20250727,28.85,18.78,90.33,0
20250728,28.69,25.36,90.51,1
20250729,28.31,17.53,90.34,0
20250730,28.12,14.29,90.41,0
20250731,27.64,23.99,92.34,0
20250801,28.68,17.19,90.37,0
20250802,28.25,10.74,93.37,0
20250803,28.24,23.85,92.36,0
20250804,28.07,51.55,93.69,1
20250805,28.15,21.05,89.46,0
20250806,28.02,19.62,89.64,0
20250807,27.95,20.82,91.31,0
20250808,26.59,20.42,93.13,1
20250809,27.65,18.05,89.9,0
20250810,28.39,12.13,89.36,0
20250811,28.73,0.87,88.71,0
20250812,28.93,0.66,87.56,0
20250813,27.34,25.97,91.17,0
20250814,27.65,12.16,90.45,0
20250815,28.13,9.54,88.15,0
20250816,28.7,15.78,85.6,0
20250817,28.27,11.35,89.85,0
20250818,28.35,12.66,90.1,0
20250819,27.89,11.85,91.24,0
20250820,27.94,11.03,91.34,0
20250821,27.89,7.18,91.64,0
20250822,27.26,14.09,93.11,0
20250823,27.63,9.8,91.51,0
20250824,27.79,7.73,90.17,0
20250825,27.96,6.19,89.13,0
20250826,28.01,7.39,88.04,0
20250827,27.77,5.49,90.3,0
20250828,27.93,7.69,90.31,0
20250829,27.81,11.06,90.2,0
20250830,28.32,6.81,87.01,0
20250831,28.5,13.93,86.31,0
20250901,29.07,11.65,86.74,0
20250902,28.82,17.37,88.1,0
20250903,28.52,2.98,87.27,0
20250904,27.77,6.69,91.23,0
20250905,28.08,1.46,87.95,0
20250906,28.53,8.68,86.78,0
20250907,28.18,17.79,89.65,0
20250908,28.4,8.18,86.19,0
20250909,28.49,11.38,87.63,0
20250910,27.97,3.99,91.26,0
20250911,28.45,3.19,88.99,0
20250912,27.83,17.99,90.8,0
20250913,27.69,15.31,91.0,1
20250914,26.95,24.16,93.37,0
20250915,27.09,30.84,90.44,1
20250916,27.0,23.6,90.49,0
20250917,27.5,1.67,88.74,0
20250918,27.98,9.32,88.97,0
20250919,29.03,7.0,87.66,0
20250920,27.6,2.09,92.89,0
20250921,27.77,7.87,90.81,0
20250922,27.47,47.92,91.61,1
20250923,27.81,3.39,90.12,0
20250924,27.3,4.73,90.4,0
20250925,27.9,10.91,88.39,0
20250926,28.41,5.75,89.32,0
20250927,28.11,4.76,88.92,0
20250928,28.06,7.71,86.52,0
20250929,28.34,2.74,86.47,0
20250930,28.85,13.98,85.75,0
20251001,27.56,40.63,93.3,1
20251002,27.2,19.72,94.67,0
20251003,27.06,12.0,94.09,0
20251004,27.48,8.93,92.32,0
20251005,27.25,7.24,92.85,0
20251006,26.74,27.31,90.0,1
20251007,27.44,6.88,84.02,0
20251008,27.51,36.46,85.56,0
20251009,27.08,20.21,85.83,0
20251010,27.13,7.28,83.56,0
20251011,27.19,16.46,82.85,0
20251012,26.27,0.78,84.91,0
20251013,25.73,0.26,85.68,0
20251014,25.73,0.01,85.97,0
20251015,25.48,0.0,83.41,0
20251016,26.22,0.14,84.64,0
20251017,26.73,0.28,85.06,0
20251018,26.89,0.17,84.32,0
20251019,26.35,0.03,83.3,0
20251020,26.04,0.01,83.65,0
20251021,26.03,0.0,80.08,0
20251022,26.76,0.0,78.59,0
20251023,26.73,0.02,81.12,0
20251024,26.1,0.02,80.45,0
20251025,26.23,0.0,78.32,0
20251026,26.01,0.01,79.39,0
20251027,26.21,0.0,79.22,0
20251028,27.38,0.01,71.87,0
20251029,27.34,3.32,76.23,0
20251030,27.96,22.89,76.66,0
20251031,28.26,5.82,79.4,0
20251101,27.1,16.72,89.37,0
20251102,26.22,40.83,90.54,0
20251103,24.64,1.21,88.32,0
20251104,24.74,0.5,86.11,0
20251105,24.88,2.76,89.05,0
20251106,25.62,3.54,86.33,0
20251107,24.39,0.01,86.78,0
20251108,23.17,0.0,87.05,0
20251109,22.1,0.0,87.03,0
20251110,22.21,0.0,87.26,0
20251111,20.77,0.0,85.23,0
20251112,19.93,0.0,80.96,0
20251113,20.25,0.0,79.08,0
20251114,20.99,0.0,75.51,0
20251115,20.66,0.0,76.47,0
20251116,20.75,0.0,74.23,0
20251117,21.55,0.0,75.93,0
20251118,21.55,0.0,81.45,0
20251119,21.06,0.0,74.88,0
20251120,20.65,0.0,75.32,0
20251121,20.58,0.0,71.51,0
20251122,20.08,0.0,77.61,0
20251123,19.67,0.0,79.76,0
20251124,18.54,0.0,84.39,0
20251125,19.07,0.0,82.27,0
20251126,19.83,0.0,77.22,0
20251127,20.56,0.0,76.49,0
20251128,20.26,0.0,77.24,0
20251129,20.17,0.0,67.48,0
20251130,19.71,0.0,78.55,0
20251201,19.01,0.0,87.5,0
20251202,18.78,0.0,81.55,0
20251203,17.97,0.0,81.31,0
20251204,18.38,0.0,83.85,0
20251205,18.27,0.0,83.42,0
20251206,17.77,0.0,79.87,0
20251207,17.81,0.0,81.15,0
20251208,18.06,0.0,81.31,0
20251209,19.12,0.0,74.18,0
20251210,19.05,0.0,74.55,0
20251211,18.28,0.0,75.86,0
20251212,18.98,0.0,70.02,0
20251213,19.26,0.0,72.93,0
20251214,19.44,0.0,74.68,0
20251215,19.1,0.0,75.89,0
20251216,18.85,0.0,76.88,0
20251217,18.57,0.0,76.18,0
20251218,19.71,0.0,75.02,0
20251219,19.52,0.0,76.55,0
20251220,18.48,0.0,79.96,0
20251221,18.11,0.0,79.98,0
20251222,18.03,0.0,79.04,0
20251223,17.63,0.0,82.27,0
20251224,16.8,0.0,82.51,0
20251225,16.0,0.0,78.92,0
20251226,16.13,0.0,75.93,0
20251227,16.34,0.0,77.51,0
20251228,15.79,0.0,82.24,0
20251229,15.01,0.0,84.22,0
20251230,13.9,0.21,86.43,0
20251231,14.1,0.24,82.71,0
